Variable1,Variable2,Correlation Coefficient,p.value,p.adjusted,Method
Target_lipidic,hsa-miR-382-5p,-0.08956533264283952,0.3515997036412789,0.8065168983355407,Kendall
Target_necrotic,hsa-miR-382-5p,-0.006202620356554664,0.9485807072492638,0.9926806307403417,Kendall
Target_Calcific,hsa-miR-382-5p,0.24527121862192977,0.010745996987371248,0.30715899303815364,Kendall
Age,hsa-miR-3940-3p,-0.030506282803897666,0.6396086271034882,0.9201517066231163,Kendall
BMI,hsa-miR-3940-3p,-0.022490353912891798,0.7262032639947418,0.9550016226349155,Kendall
WBC,hsa-miR-3940-3p,0.08821201309783946,0.16975349099656492,0.6561515409564194,Kendall
RBC,hsa-miR-3940-3p,0.04250306945938042,0.5080187454628273,0.8820401822150802,Kendall
HGB,hsa-miR-3940-3p,0.0033162716204760048,0.9591127922278938,0.9938692956623455,Kendall
HCT,hsa-miR-3940-3p,0.05938745297004225,0.3562365473566539,0.8090198938979993,Kendall
PLT,hsa-miR-3940-3p,0.08951615680092,0.16322532580285173,0.6486588316872682,Kendall
NE_abs,hsa-miR-3940-3p,0.12540637913409428,0.051703323451103796,0.48850913787515526,Kendall
LY_abs,hsa-miR-3940-3p,-0.03023105741811268,0.6426374258672485,0.9205613987590965,Kendall
MO_abs,hsa-miR-3940-3p,-0.004227140900332885,0.9500963851776423,0.9934883166427817,Kendall
Eo_Abs,hsa-miR-3940-3p,0,1,1,Kendall
Total_cholesterol,hsa-miR-3940-3p,0.08715357493065219,0.17381428553978506,0.6615992011635773,Kendall
LDL,hsa-miR-3940-3p,0.02477753174722332,0.6991583953220042,0.9452419497124137,Kendall
HDL,hsa-miR-3940-3p,0.07136874325456857,0.2668447106043981,0.7437432707235103,Kendall
TG,hsa-miR-3940-3p,0.062189359346811544,0.33236284774489283,0.7951967345784039,Kendall
Creatinine,hsa-miR-3940-3p,-0.06293670273169544,0.33005066546925693,0.7951692842785036,Kendall
ALAT,hsa-miR-3940-3p,-0.014048759989618602,0.8275530486497622,0.9685801205789674,Kendall
ASAT,hsa-miR-3940-3p,-0.1100087048867363,0.09124278457994306,0.5639503750085364,Kendall
Glucose,hsa-miR-3940-3p,0.07264876419908926,0.26279571003668273,0.7419806424588653,Kendall
HbA1c,hsa-miR-3940-3p,-0.06297002878466529,0.45523454916611705,0.861410608591487,Kendall
Target_fibrotic,hsa-miR-3940-3p,-0.1473834224926013,0.1566046216366125,0.6411631252030207,Kendall
Target_lipidic,hsa-miR-3940-3p,0.031378406079069956,0.7629606068760433,0.9584666533215733,Kendall
Target_necrotic,hsa-miR-3940-3p,0.13982034640064944,0.17911198833393982,0.6657978281943754,Kendall
Target_Calcific,hsa-miR-3940-3p,0.149285144073151,0.1513263146962985,0.6351832148861086,Kendall
Age,hsa-miR-3960,0.04049908864947209,0.4943476374997105,0.8757813019517214,Kendall
BMI,hsa-miR-3960,0.04117780847194561,0.4809243555541408,0.8722104735178473,Kendall
WBC,hsa-miR-3960,0.02702635201040323,0.6437720650849574,0.9210254429151482,Kendall
RBC,hsa-miR-3960,0.04868387200216345,0.4045786814738509,0.8304657298924119,Kendall
HGB,hsa-miR-3960,0.04346633536101569,0.460082047328357,0.8631792772093572,Kendall
HCT,hsa-miR-3960,0.02893848656314932,0.6211683020814356,0.918637639999598,Kendall
PLT,hsa-miR-3960,-0.022867912913456596,0.6953825763092027,0.9435512167077698,Kendall
NE_abs,hsa-miR-3960,0.0717338398499032,0.22116319950728527,0.7090404244415827,Kendall
LY_abs,hsa-miR-3960,-0.04415556922908122,0.4562107740401275,0.8623435267805702,Kendall
MO_abs,hsa-miR-3960,0.04747353490978144,0.4395919798732121,0.8517008464366811,Kendall
Eo_Abs,hsa-miR-3960,-0.04987361208737929,0.43473793089332724,0.8479142711506481,Kendall
Total_cholesterol,hsa-miR-3960,0.04314746332768738,0.45919155116332455,0.8625421926311193,Kendall
LDL,hsa-miR-3960,0.035993696306399,0.5371435359945255,0.8901970392766195,Kendall
HDL,hsa-miR-3960,-0.055057320502043164,0.34637209425952853,0.802762781042945,Kendall
TG,hsa-miR-3960,0.07540713705882154,0.1963199966080319,0.6857262356166955,Kendall
Creatinine,hsa-miR-3960,0.09812533826288816,0.09502832855625057,0.564700459198913,Kendall
ALAT,hsa-miR-3960,-0.03719938210522004,0.5260091681144172,0.8886240772701443,Kendall
ASAT,hsa-miR-3960,0.00851745158374809,0.8856916113712767,0.9793936947984034,Kendall
Glucose,hsa-miR-3960,-0.03281951780817304,0.5781110117426418,0.9007076790055002,Kendall
HbA1c,hsa-miR-3960,-0.0632163556221863,0.402120144765165,0.8300280363028039,Kendall
Target_fibrotic,hsa-miR-3960,0.05503466057610583,0.5518322382043963,0.8961206541945261,Kendall
Target_lipidic,hsa-miR-3960,0.029437144029079862,0.7502840808771152,0.9567277638896071,Kendall
Target_necrotic,hsa-miR-3960,-0.042889278812497655,0.6429556799754075,0.9205613987590965,Kendall
Target_Calcific,hsa-miR-3960,-0.0806321771231318,0.3833345150059155,0.8183550537694869,Kendall
Age,hsa-miR-409-3p,-0.08600001718027839,0.14946030585437858,0.6339178489685712,Kendall
BMI,hsa-miR-409-3p,-0.041013223912225574,0.4856334328813413,0.8722104735178473,Kendall
WBC,hsa-miR-409-3p,0.08744732412658816,0.13723206983969014,0.6228822222996154,Kendall
RBC,hsa-miR-409-3p,-0.007475326211178192,0.8988485086996312,0.9815827069173628,Kendall
HGB,hsa-miR-409-3p,-0.05871882519595383,0.3215865172448561,0.789052122749485,Kendall
HCT,hsa-miR-409-3p,-0.02347757257816336,0.6904565386514642,0.9411962474235671,Kendall
PLT,hsa-miR-409-3p,-0.011430999928533792,0.8458537391779736,0.9694125246470557,Kendall
NE_abs,hsa-miR-409-3p,0.03642317724153641,0.5372202227082166,0.8901970392766195,Kendall
LY_abs,hsa-miR-409-3p,0.0030159212973548833,0.959685005857652,0.9938692956623455,Kendall
MO_abs,hsa-miR-409-3p,0.030737398692843088,0.6191663688443093,0.918637639999598,Kendall
Eo_Abs,hsa-miR-409-3p,0.044551029219821264,0.4882946191797838,0.8734360347740672,Kendall
Total_cholesterol,hsa-miR-409-3p,-0.04223467327619599,0.4717465139626528,0.8678409720150521,Kendall
LDL,hsa-miR-409-3p,-0.050708886908560506,0.3878160235297899,0.821795876845406,Kendall
HDL,hsa-miR-409-3p,-0.09265725560469193,0.11547626692308172,0.6012097706471556,Kendall
TG,hsa-miR-409-3p,0.03229015993490105,0.5826160207699616,0.9033724059658849,Kendall
Creatinine,hsa-miR-409-3p,0.014496830966254448,0.8064727948914889,0.9675987826532967,Kendall
ALAT,hsa-miR-409-3p,0.06349920698873136,0.2823167021970472,0.7541248068671114,Kendall
ASAT,hsa-miR-409-3p,-0.003907784811381376,0.9477670834687378,0.9922814517301515,Kendall
Glucose,hsa-miR-409-3p,0.1336177170997958,0.024514493415397895,0.4096012702487567,Kendall
HbA1c,hsa-miR-409-3p,-0.10720168802522718,0.1589530643504639,0.6417956040118923,Kendall
Target_fibrotic,hsa-miR-409-3p,0.05769454350052664,0.5361288685301853,0.8901970392766195,Kendall
Target_lipidic,hsa-miR-409-3p,-0.04861899733190447,0.60211782079148,0.9122449889457234,Kendall
Target_necrotic,hsa-miR-409-3p,-0.06614256097192138,0.47828595904362753,0.8722104735178473,Kendall
Target_Calcific,hsa-miR-409-3p,0.1795661634791672,0.054161003331434227,0.49355780866753707,Kendall
Age,hsa-miR-411-5p,-0.07334028249049514,0.2698407570823857,0.745022222750514,Kendall
BMI,hsa-miR-411-5p,-0.03587494851708071,0.5840124976688825,0.9033724059658849,Kendall
WBC,hsa-miR-411-5p,-0.0600152639222509,0.35985358733223327,0.8122149943540938,Kendall
RBC,hsa-miR-411-5p,0.03194893234883156,0.6257494278904464,0.918637639999598,Kendall
HGB,hsa-miR-411-5p,-0.02035192712600124,0.7577785468611591,0.9582516085404255,Kendall
HCT,hsa-miR-411-5p,-0.014354776856756681,0.8269739342830557,0.9685801205789674,Kendall
PLT,hsa-miR-411-5p,-0.029984941877002964,0.647090335834303,0.9221596496604916,Kendall
NE_abs,hsa-miR-411-5p,-0.0537144944450732,0.4140098249295866,0.8368788803258254,Kendall
LY_abs,hsa-miR-411-5p,-0.09677709251914905,0.1453866764631,0.6295425757110817,Kendall
MO_abs,hsa-miR-411-5p,-0.04566205723417426,0.5075531009692897,0.8820401822150802,Kendall
Eo_Abs,hsa-miR-411-5p,0.010524066090192605,0.8832178305483374,0.9793936947984034,Kendall
Total_cholesterol,hsa-miR-411-5p,0.10090906490608736,0.12269437678442165,0.6097538725043985,Kendall
LDL,hsa-miR-411-5p,0.10051197732140021,0.12437032643611952,0.611536778436825,Kendall
HDL,hsa-miR-411-5p,0.08659214261823872,0.18664959147020754,0.6727589670574514,Kendall
TG,hsa-miR-411-5p,-0.006474266517591226,0.921201434877416,0.9854380312836841,Kendall
Creatinine,hsa-miR-411-5p,-0.04429797595027251,0.5015880093052625,0.8789320069303032,Kendall
ALAT,hsa-miR-411-5p,-0.09946380717253446,0.1305901748271971,0.6147112650726806,Kendall
ASAT,hsa-miR-411-5p,-0.10239717286937694,0.1233394309378882,0.6106409938547703,Kendall
Glucose,hsa-miR-411-5p,-0.0070099781394994155,0.9156510722295547,0.9843093791199174,Kendall
HbA1c,hsa-miR-411-5p,-0.05233458426553045,0.545910403500178,0.8948199548476035,Kendall
Target_fibrotic,hsa-miR-411-5p,0.13828852766215458,0.18761101054072077,0.6743562719966978,Kendall
Target_lipidic,hsa-miR-411-5p,-0.22166837522315952,0.034672514996935265,0.43820969412640387,Kendall
Target_necrotic,hsa-miR-411-5p,-0.14850333264522816,0.1571879366227976,0.6411631252030207,Kendall
Target_Calcific,hsa-miR-411-5p,0.07727888310532167,0.4615175884226319,0.8640753327140769,Kendall
Age,hsa-miR-421,-0.19641110428511402,0.001124922624387535,0.1335942592548507,Kendall
BMI,hsa-miR-421,0.03911967544627787,0.5104996530416802,0.883052420264478,Kendall
WBC,hsa-miR-421,0.09973701629184828,0.09351214511204331,0.564700459198913,Kendall
RBC,hsa-miR-421,0.08705040895142475,0.14301631240332163,0.6274499107223436,Kendall
HGB,hsa-miR-421,0.10608757264273615,0.07641038509615118,0.535416818456042,Kendall
HCT,hsa-miR-421,0.06487304354517379,0.2762475484690006,0.7492737563634353,Kendall
PLT,hsa-miR-421,0.10211962231140072,0.08571263296774355,0.5524435257123839,Kendall
NE_abs,hsa-miR-421,0.15774708018317835,0.008191151398238323,0.2709952634507362,Kendall
LY_abs,hsa-miR-421,-0.08220664563447122,0.17279238750857387,0.6610810470718891,Kendall
MO_abs,hsa-miR-421,0.025186008420933742,0.6869820395437811,0.939061775824085,Kendall
Eo_Abs,hsa-miR-421,-0.09210837011758358,0.15630306885144052,0.6408425822909061,Kendall
Total_cholesterol,hsa-miR-421,0.005241051035436045,0.9295901726798657,0.987158011309297,Kendall
LDL,hsa-miR-421,0.04808742186540189,0.41776803395896106,0.8374814371098148,Kendall
HDL,hsa-miR-421,-0.1279692094900386,0.03147768986463516,0.4346428037728565,Kendall
TG,hsa-miR-421,0.01674658453930189,0.7779330348176292,0.9625526588141606,Kendall
Creatinine,hsa-miR-421,0.009786629640328448,0.8700174684640908,0.9768020086032041,Kendall
ALAT,hsa-miR-421,0.07588558288035471,0.20362688414752214,0.6889621780684537,Kendall
ASAT,hsa-miR-421,0.01395982034124867,0.8168843029937229,0.9685801205789674,Kendall
Glucose,hsa-miR-421,0.06192303865538337,0.30242644779479594,0.7729016387641228,Kendall
HbA1c,hsa-miR-421,-0.12597089415008625,0.10416898374450313,0.5882122044436395,Kendall
Target_fibrotic,hsa-miR-421,-0.12016096328648866,0.20481151480451742,0.6889621780684537,Kendall
Target_lipidic,hsa-miR-421,0.12149608510078298,0.19982493701445656,0.6880139824610397,Kendall
Target_necrotic,hsa-miR-421,0.11352092398684022,0.23109386441679705,0.7148391117492577,Kendall
Target_Calcific,hsa-miR-421,-0.02670243628588637,0.7781203839499585,0.9625526588141606,Kendall
Age,hsa-miR-423-3p,-0.0029537722917588015,0.9598671971809194,0.9938692956623455,Kendall
BMI,hsa-miR-423-3p,-0.004954254860966128,0.931777640841015,0.9886143546076575,Kendall
WBC,hsa-miR-423-3p,-0.10720324019181106,0.0640549512027642,0.5156841548779424,Kendall
RBC,hsa-miR-423-3p,-0.06955993857722079,0.22927119882864982,0.7148391117492577,Kendall
HGB,hsa-miR-423-3p,-0.050461467514100564,0.38660879461901215,0.821795876845406,Kendall
HCT,hsa-miR-423-3p,-0.00442652458155009,0.939168218424338,0.9896108739091464,Kendall
PLT,hsa-miR-423-3p,-0.060828172068246124,0.29303571406471135,0.7645568176052013,Kendall
NE_abs,hsa-miR-423-3p,-0.09535377861999314,0.10062896681211916,0.5799160235854015,Kendall
LY_abs,hsa-miR-423-3p,0.017396376548999084,0.7669561107734486,0.9590338982329908,Kendall
MO_abs,hsa-miR-423-3p,-0.06628196282754181,0.27596828886476693,0.7492737563634353,Kendall
Eo_Abs,hsa-miR-423-3p,0.06311460604830614,0.3182924773261565,0.7854894226356862,Kendall
Total_cholesterol,hsa-miR-423-3p,0.10003766024379665,0.08318696054422813,0.5488427051998499,Kendall
LDL,hsa-miR-423-3p,0.05751767457525488,0.31944718657345467,0.7864017945382258,Kendall
HDL,hsa-miR-423-3p,0.08871000663455221,0.12559737910971236,0.611536778436825,Kendall
TG,hsa-miR-423-3p,-0.0629338306301412,0.27630013663808445,0.7492737563634353,Kendall
Creatinine,hsa-miR-423-3p,-0.023846788254494038,0.6821067854362487,0.9384367551309313,Kendall
ALAT,hsa-miR-423-3p,-0.09432403637695562,0.10454201070321309,0.5882122044436395,Kendall
ASAT,hsa-miR-423-3p,-0.10050404537307892,0.08680128174491597,0.553599285795353,Kendall
Glucose,hsa-miR-423-3p,0.015026024803323046,0.7971349314978486,0.964626193016168,Kendall
HbA1c,hsa-miR-423-3p,0.0037905112763489926,0.9592768436942056,0.9938692956623455,Kendall
Target_fibrotic,hsa-miR-423-3p,0.15162907268170425,0.09573503897062356,0.564700459198913,Kendall
Target_lipidic,hsa-miR-423-3p,-0.09273182957393482,0.30829334792806884,0.7784181013667661,Kendall
Target_necrotic,hsa-miR-423-3p,-0.16358509107874078,0.07237894804882597,0.5338416092562829,Kendall
Target_Calcific,hsa-miR-423-3p,-0.04511278195488721,0.620150456642509,0.918637639999598,Kendall
Age,hsa-miR-423-5p,0.15545594172552804,0.008088921690090189,0.2709952634507362,Kendall
BMI,hsa-miR-423-5p,0.02283265283749607,0.693179800116708,0.9430546141552963,Kendall
WBC,hsa-miR-423-5p,-0.0641064602152036,0.26813999430342,0.7437432707235103,Kendall
RBC,hsa-miR-423-5p,-0.0712827853531272,0.21794342830393987,0.705117113272681,Kendall
HGB,hsa-miR-423-5p,-0.05784077889250667,0.3210058919717105,0.7885479971116768,Kendall
HCT,hsa-miR-423-5p,-0.021484838822645555,0.7110780501400906,0.9500096840561304,Kendall
PLT,hsa-miR-423-5p,-0.019917189084292977,0.730626942340648,0.9551396071904356,Kendall
NE_abs,hsa-miR-423-5p,-0.05600142553872613,0.33492621258441335,0.7971567906984931,Kendall
LY_abs,hsa-miR-423-5p,-0.03096336203375309,0.5978593798881551,0.9102127444067099,Kendall
MO_abs,hsa-miR-423-5p,-0.07200579381437616,0.23661153281976613,0.7195220240757608,Kendall
Eo_Abs,hsa-miR-423-5p,-0.0537460317130107,0.3954160841249901,0.8260211964338349,Kendall
Total_cholesterol,hsa-miR-423-5p,0.09079680226209255,0.1158461693497682,0.601597495472261,Kendall
LDL,hsa-miR-423-5p,0.043756436546035025,0.44881251795904514,0.8563095302761812,Kendall
HDL,hsa-miR-423-5p,0.10617175763673625,0.0667733175569198,0.5256395558080726,Kendall
TG,hsa-miR-423-5p,-0.03689966479681783,0.5232697731410747,0.8875086073497861,Kendall
Creatinine,hsa-miR-423-5p,0.04617605362006573,0.4277107977530374,0.8447883566467719,Kendall
ALAT,hsa-miR-423-5p,-0.1637690264618243,0.004827865641872247,0.21986919493104545,Kendall
ASAT,hsa-miR-423-5p,-0.12543867251678076,0.03256659002700175,0.4346428037728565,Kendall
Glucose,hsa-miR-423-5p,0.07948549352482481,0.17389538178783737,0.6615992011635773,Kendall
HbA1c,hsa-miR-423-5p,0.1538947578197691,0.03816482313291756,0.4554350111281475,Kendall
Target_fibrotic,hsa-miR-423-5p,0.08145363408521301,0.37084035427006967,0.8137582766341129,Kendall
Target_lipidic,hsa-miR-423-5p,-0.08020050125313281,0.3782460206049377,0.8172363416979664,Kendall
Target_necrotic,hsa-miR-423-5p,-0.060795991703593316,0.5042937194392061,0.8803045612154463,Kendall
Target_Calcific,hsa-miR-423-5p,-0.017543859649122806,0.8471565099266034,0.9694656986832437,Kendall
Age,hsa-miR-424-3p,-0.1878017853616752,0.0021277051235390576,0.16284036545485586,Kendall
BMI,hsa-miR-424-3p,0.03127275177656758,0.6038599711825852,0.9122629789594779,Kendall
WBC,hsa-miR-424-3p,0.05592263047240369,0.35366431356210826,0.8071874398774328,Kendall
RBC,hsa-miR-424-3p,0.07135060446158518,0.23639017532177348,0.7195220240757608,Kendall
HGB,hsa-miR-424-3p,0.07444740708459444,0.22004536340928452,0.7080182360445729,Kendall
HCT,hsa-miR-424-3p,0.042372913640077454,0.4830406945928355,0.8722104735178473,Kendall
PLT,hsa-miR-424-3p,0.008244641054282,0.8911569643708214,0.9806257532955458,Kendall
NE_abs,hsa-miR-424-3p,0.07669695015715924,0.20481464023074286,0.6889621780684537,Kendall
LY_abs,hsa-miR-424-3p,-0.011171612065572718,0.85501223661135,0.9717973874082372,Kendall
MO_abs,hsa-miR-424-3p,0.01010596588063867,0.8733016733371095,0.9773122498759644,Kendall
Eo_Abs,hsa-miR-424-3p,-0.07394723793593543,0.26167537585573225,0.741126640170347,Kendall
Total_cholesterol,hsa-miR-424-3p,0.06000066809279118,0.31841525755503397,0.7854894226356862,Kendall
LDL,hsa-miR-424-3p,0.08827704270700942,0.14233525476798348,0.6264570190682877,Kendall
HDL,hsa-miR-424-3p,-0.10146096425102695,0.09255695924728477,0.564700459198913,Kendall
TG,hsa-miR-424-3p,0.0774639980278823,0.19822065478386353,0.6879203524974762,Kendall
Creatinine,hsa-miR-424-3p,-0.041388968344591534,0.4948848769256742,0.8758061305909824,Kendall
ALAT,hsa-miR-424-3p,0.0681099461746285,0.2604216130181036,0.7403153406804365,Kendall
ASAT,hsa-miR-424-3p,-0.08398237789669548,0.16946024387078035,0.6554804439161067,Kendall
Glucose,hsa-miR-424-3p,0.19409840538680817,0.0014318373375104112,0.14658441147458648,Kendall
HbA1c,hsa-miR-424-3p,-0.17939725880614102,0.02184110793947044,0.39694340761760527,Kendall
Target_fibrotic,hsa-miR-424-3p,-0.02878688268574271,0.7663910429493881,0.9590338982329908,Kendall
Target_lipidic,hsa-miR-424-3p,0.02878688268574271,0.7663910429493881,0.9590338982329908,Kendall
Target_necrotic,hsa-miR-424-3p,0.05829414990124756,0.5475359184856557,0.8955297723336509,Kendall
Target_Calcific,hsa-miR-424-3p,0.0540631699220046,0.5768675117292712,0.9006841123367939,Kendall
Age,hsa-miR-424-5p,-0.10054575226582423,0.10997652516493304,0.5978834296259343,Kendall
BMI,hsa-miR-424-5p,0.021263523016292713,0.7316969394500052,0.9551396071904356,Kendall
WBC,hsa-miR-424-5p,-0.021027068959481764,0.7346576660445417,0.9552659933552101,Kendall
RBC,hsa-miR-424-5p,0.048748923337667914,0.43173086885424944,0.8470995909615525,Kendall
HGB,hsa-miR-424-5p,0.029674911128347647,0.6347193036640962,0.918637639999598,Kendall
HCT,hsa-miR-424-5p,0.044100852543320225,0.4780204054337642,0.8722104735178473,Kendall
PLT,hsa-miR-424-5p,0.08551057343326113,0.16778776617998573,0.65295035788008,Kendall
NE_abs,hsa-miR-424-5p,0.003312062683260696,0.9575608032017187,0.9938692956623455,Kendall
LY_abs,hsa-miR-424-5p,-0.09223928966300025,0.1425844057439738,0.626554529832104,Kendall
MO_abs,hsa-miR-424-5p,-0.02467947170779655,0.7051003392255067,0.9476486818208086,Kendall
Eo_Abs,hsa-miR-424-5p,-0.038883931693099484,0.5662801517601339,0.8979138317964555,Kendall
Total_cholesterol,hsa-miR-424-5p,0.02877340829488302,0.6419288160002047,0.9203515554781743,Kendall
LDL,hsa-miR-424-5p,0.028910882200474247,0.6405126378161962,0.9201517066231163,Kendall
HDL,hsa-miR-424-5p,0.023971450221039803,0.6993253449091841,0.9452419497124137,Kendall
TG,hsa-miR-424-5p,-0.01025352153356563,0.8685375199680385,0.9763400590948447,Kendall
Creatinine,hsa-miR-424-5p,-0.08744646867548232,0.16105304675056425,0.6453364665607252,Kendall
ALAT,hsa-miR-424-5p,-0.03362961657922027,0.5891707821731806,0.9045871108772855,Kendall
ASAT,hsa-miR-424-5p,-0.07333663405061111,0.24361132056876708,0.729245882693467,Kendall
Glucose,hsa-miR-424-5p,0.055348835724271975,0.3769408515652131,0.8164681086733295,Kendall
HbA1c,hsa-miR-424-5p,-0.047358451582550684,0.563982704554636,0.8971838992529558,Kendall
Target_fibrotic,hsa-miR-424-5p,0.022982650543292328,0.8206664921231521,0.9685801205789674,Kendall
Target_lipidic,hsa-miR-424-5p,-0.032832357918989044,0.7460593563923354,0.9566585611439493,Kendall
Target_necrotic,hsa-miR-424-5p,-0.018063456719822246,0.8586324525708865,0.973081949092472,Kendall
Target_Calcific,hsa-miR-424-5p,0.022982650543292328,0.8206664921231521,0.9685801205789674,Kendall
Age,hsa-miR-425-3p,-0.14459130682996643,0.017376862530978178,0.3705629384315099,Kendall
BMI,hsa-miR-425-3p,-0.037853520348691994,0.5276137929983367,0.8887866031877445,Kendall
WBC,hsa-miR-425-3p,-0.0022675356430326993,0.9698276322850851,0.9938692956623455,Kendall
RBC,hsa-miR-425-3p,-0.008724824351606418,0.8842211549360296,0.9793936947984034,Kendall
HGB,hsa-miR-425-3p,-0.0010277529416207194,0.9864142360895126,0.9979460576670547,Kendall
HCT,hsa-miR-425-3p,0.03862755647011727,0.5201600823994329,0.8859496448267753,Kendall
PLT,hsa-miR-425-3p,0.07227969181625464,0.22760186118971173,0.7148391117492577,Kendall
NE_abs,hsa-miR-425-3p,0.0718994712023876,0.23190058173500722,0.7148391117492577,Kendall
LY_abs,hsa-miR-425-3p,-0.05480345305723442,0.36729920044784853,0.8137582766341129,Kendall
MO_abs,hsa-miR-425-3p,-0.09299795377331312,0.1399668939710466,0.6256826534062245,Kendall
Eo_Abs,hsa-miR-425-3p,-0.04682808652793523,0.47466604779945415,0.8697541050472348,Kendall
Total_cholesterol,hsa-miR-425-3p,-0.023631942767018535,0.692678770295169,0.9429192430421193,Kendall
LDL,hsa-miR-425-3p,0.007353603161917184,0.902171775703195,0.9815827069173628,Kendall
HDL,hsa-miR-425-3p,-0.1295323294943149,0.030789102319780205,0.4346428037728565,Kendall
TG,hsa-miR-425-3p,0.020829815317977222,0.7278689017887123,0.955008703044074,Kendall
Creatinine,hsa-miR-425-3p,-9.125076143553157e-4,0.9879244443043748,0.9984941719598807,Kendall
ALAT,hsa-miR-425-3p,0.07216630102009078,0.23042021546637645,0.7148391117492577,Kendall
ASAT,hsa-miR-425-3p,0.01357967368824827,0.8231930154698398,0.9685801205789674,Kendall
Glucose,hsa-miR-425-3p,0.05236251653764206,0.38702419916385106,0.821795876845406,Kendall
HbA1c,hsa-miR-425-3p,-0.07147416898918632,0.3620527003984218,0.8126144939358018,Kendall
Target_fibrotic,hsa-miR-425-3p,0.05284387395618566,0.5840386265297495,0.9033724059658849,Kendall
Target_lipidic,hsa-miR-425-3p,0,1,1,Kendall
Target_necrotic,hsa-miR-425-3p,-0.02782128254645191,0.7732231984425154,0.9617345165266544,Kendall
Target_Calcific,hsa-miR-425-3p,-0.10707837617437621,0.26725852756591173,0.7437432707235103,Kendall
Age,hsa-miR-425-5p,-0.17912098349224392,0.0022946650346568277,0.16705821033215987,Kendall
BMI,hsa-miR-425-5p,-0.04149838158046879,0.4736573835269106,0.8697541050472348,Kendall
WBC,hsa-miR-425-5p,0.0918701327171538,0.11279898009451629,0.5986862066908727,Kendall
RBC,hsa-miR-425-5p,0.01023764804030243,0.8596588886982104,0.9731210862464865,Kendall
HGB,hsa-miR-425-5p,0.01563937284487353,0.7886018144004432,0.964626193016168,Kendall
HCT,hsa-miR-425-5p,0.007347470550289983,0.8992744379338341,0.9815827069173628,Kendall
PLT,hsa-miR-425-5p,0.09891198486117868,0.08754088042749518,0.555762210412856,Kendall
NE_abs,hsa-miR-425-5p,0.11274231787266986,0.052411186540322265,0.48850913787515526,Kendall
LY_abs,hsa-miR-425-5p,-0.07500706369092691,0.2016632287331329,0.6880139824610397,Kendall
MO_abs,hsa-miR-425-5p,0.02130981400086186,0.7263494238181083,0.9550016226349155,Kendall
Eo_Abs,hsa-miR-425-5p,0.0035777322060925724,0.9549209155169347,0.9938692956623455,Kendall
Total_cholesterol,hsa-miR-425-5p,-0.06366276090895674,0.27059228848705447,0.745022222750514,Kendall
LDL,hsa-miR-425-5p,-0.016785027356054798,0.7715726457115022,0.9614016082859288,Kendall
HDL,hsa-miR-425-5p,-0.10852272116166575,0.061155210777371856,0.5094473536587972,Kendall
TG,hsa-miR-425-5p,0.08893204232157867,0.12423508127440469,0.611536778436825,Kendall
Creatinine,hsa-miR-425-5p,-0.0836395158860473,0.15114572700323048,0.6351832148861086,Kendall
ALAT,hsa-miR-425-5p,0.205363444871936,4.133288726335361e-4,0.08011124801098636,Kendall
ASAT,hsa-miR-425-5p,0.07081450599750143,0.2279272478695723,0.7148391117492577,Kendall
Glucose,hsa-miR-425-5p,0.11354882687839425,0.05225112158192223,0.48850913787515526,Kendall
HbA1c,hsa-miR-425-5p,-0.17011998041022516,0.02214400323379819,0.3992876813466019,Kendall
Target_fibrotic,hsa-miR-425-5p,-0.12731269352494995,0.16225042023361155,0.6486093788711101,Kendall
Target_lipidic,hsa-miR-425-5p,-0.004390092880170688,0.9615639197357537,0.9938692956623455,Kendall
Target_necrotic,hsa-miR-425-5p,0.15558346850868846,0.08775084089684332,0.555762210412856,Kendall
Target_Calcific,hsa-miR-425-5p,0.0809031402202884,0.37449036772956884,0.8147390089656731,Kendall
Age,hsa-miR-432-5p,-0.05079524435943775,0.40959322552350796,0.8337104368267332,Kendall
BMI,hsa-miR-432-5p,-0.06838158907092144,0.26014624949582116,0.7400277090689593,Kendall
WBC,hsa-miR-432-5p,0.09481647167880748,0.11857112364061413,0.6046518254761942,Kendall
RBC,hsa-miR-432-5p,0.01883575516481086,0.7563811020195674,0.9582516085404255,Kendall
HGB,hsa-miR-432-5p,-0.0022263932406208805,0.9709621509739852,0.9938692956623455,Kendall
HCT,hsa-miR-432-5p,0.04593213109586965,0.4504640005070511,0.8580741248596703,Kendall
PLT,hsa-miR-432-5p,0.09253600285641286,0.1274184805675486,0.611536778436825,Kendall
NE_abs,hsa-miR-432-5p,0.08626906899488626,0.15691787131619309,0.6411631252030207,Kendall
LY_abs,hsa-miR-432-5p,0.006025224058694262,0.9220816271704418,0.9856142532510869,Kendall
MO_abs,hsa-miR-432-5p,0.0932029145177366,0.14438958018972717,0.6288922788476564,Kendall
Eo_Abs,hsa-miR-432-5p,0.08239330314863968,0.2145214772186552,0.6997873671555407,Kendall
Total_cholesterol,hsa-miR-432-5p,0.07158802134212369,0.23741046446546774,0.7203891097965383,Kendall
LDL,hsa-miR-432-5p,0.05897291562435957,0.33066306350294855,0.7951967345784039,Kendall
HDL,hsa-miR-432-5p,-0.03817578450606882,0.529903915871363,0.8899916105369564,Kendall
TG,hsa-miR-432-5p,0.087006453962608,0.15148423998970556,0.6352657774546708,Kendall
